,time,open,low,high,close,volume
0,2020-11-30 09:12:00,3.05e-06,2.84e-06,3.05e-06,2.84e-06,26631.53349313
1,2020-11-30 19:15:00,2.88e-06,2.84e-06,2.88e-06,2.84e-06,23814.12068739
2,2020-11-30 22:54:00,2.87e-06,2.87e-06,2.87e-06,2.87e-06,13500.66821895
3,2020-12-01 14:03:00,2.86e-06,2.86e-06,2.86e-06,2.86e-06,479.175
4,2020-12-01 14:22:00,3.35e-06,3.35e-06,3.35e-06,3.35e-06,178.65783302
5,2020-12-01 14:23:00,2.86e-06,2.86e-06,2.86e-06,2.86e-06,178.65783303
6,2020-12-01 16:22:00,2.88e-06,2.88e-06,2.88e-06,2.88e-06,204.85955056
7,2020-12-01 16:35:00,2.88e-06,2.88e-06,2.88e-06,2.88e-06,2596.16822721
8,2020-12-01 16:45:00,3.3e-06,3.3e-06,3.3e-06,3.3e-06,152.0
9,2020-12-01 21:31:00,2.9e-06,2.9e-06,2.9e-06,2.9e-06,2403.83177279
10,2020-12-02 00:12:00,2.9e-06,2.84e-06,2.9e-06,2.84e-06,3599.08398937
11,2020-12-02 03:26:00,3.27e-06,3.27e-06,3.27e-06,3.27e-06,335.28106339
12,2020-12-02 13:36:00,3.25e-06,3.25e-06,3.27e-06,3.27e-06,1173.9571775
13,2020-12-02 13:37:00,3.27e-06,3.27e-06,3.27e-06,3.27e-06,163.3753322
14,2020-12-02 14:18:00,2.9e-06,2.9e-06,2.9e-06,2.9e-06,1157.0239
15,2020-12-02 19:47:00,2.91e-06,2.91e-06,3.27e-06,3.27e-06,339.38441358
16,2020-12-02 20:17:00,3.27e-06,3.27e-06,3.27e-06,3.27e-06,1193.58584803
17,2020-12-02 20:18:00,3.27e-06,3.27e-06,3.27e-06,3.27e-06,180.0
18,2020-12-02 20:37:00,3.27e-06,3.27e-06,3.27e-06,3.27e-06,5948.48512133
19,2020-12-02 21:26:00,2.9e-06,2.9e-06,2.9e-06,2.9e-06,500.0
20,2020-12-02 22:09:00,2.92e-06,2.92e-06,2.92e-06,2.92e-06,271.30358288
21,2020-12-02 22:18:00,2.92e-06,2.9e-06,2.92e-06,2.9e-06,950.0
22,2020-12-02 23:12:00,3.39e-06,3.39e-06,3.39e-06,3.39e-06,150.0
23,2020-12-03 00:20:00,3.38e-06,2.91e-06,3.38e-06,2.91e-06,555.41382531
24,2020-12-03 10:12:00,3.32e-06,3.32e-06,3.59e-06,3.59e-06,22744.35963497
25,2020-12-03 11:20:00,3.61e-06,3.61e-06,3.61e-06,3.61e-06,501.28142248
