,time,open,low,high,close,volume
0,2020-11-30 01:21:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,49364.32
1,2020-11-30 01:23:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,42518.21051581
2,2020-11-30 01:28:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,224993.26216958
3,2020-11-30 03:35:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,10000.0
4,2020-11-30 04:31:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,2638.561491
5,2020-11-30 06:56:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,3096.86842105
6,2020-11-30 06:57:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,3401.60526315
7,2020-11-30 07:29:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,6361.98976243
8,2020-11-30 07:37:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,13048.94736842
9,2020-11-30 07:56:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,603737.60336002
10,2020-11-30 08:19:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,37639.15962171
11,2020-11-30 08:20:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,526340.62212888
12,2020-11-30 08:22:00,2e-07,2e-07,2e-07,2e-07,124669.57605985
13,2020-11-30 08:26:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,638800.0
14,2020-11-30 08:45:00,2e-07,2e-07,2e-07,2e-07,4099.7
15,2020-11-30 09:26:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,4109.59880406
16,2020-11-30 09:27:00,2e-07,2e-07,2e-07,2e-07,3000.0
17,2020-11-30 09:50:00,2e-07,2e-07,2e-07,2e-07,38245.9850374
18,2020-11-30 10:47:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,7588.0
19,2020-11-30 10:55:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,26350.88748716
20,2020-11-30 11:30:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,37639.15962171
21,2020-11-30 11:59:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,44600.12468827
22,2020-11-30 12:26:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,2638.561491
23,2020-11-30 14:25:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,109253.55734222
24,2020-11-30 14:36:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,178070.82294264
25,2020-11-30 15:11:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,347924.93596447
26,2020-11-30 15:37:00,2e-07,2e-07,2e-07,2e-07,304388.55242845
27,2020-11-30 15:39:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,34450.5
28,2020-11-30 15:42:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,304388.55242845
29,2020-11-30 15:51:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,6982.70114188
30,2020-11-30 16:03:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,130000.0
31,2020-11-30 16:05:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,53571.68657303
32,2020-11-30 16:08:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,100000.0
33,2020-11-30 16:11:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,22300.0
34,2020-11-30 16:40:00,2e-07,2e-07,2e-07,2e-07,4885.88528678
35,2020-11-30 17:03:00,2e-07,2e-07,2e-07,2e-07,13117.00748129
36,2020-11-30 17:14:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,56687.94599743
37,2020-11-30 17:15:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,196193.97
38,2020-11-30 17:16:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,14565.08497834
39,2020-11-30 19:41:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,2800.0
40,2020-11-30 20:09:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,47399.02874392
41,2020-11-30 20:27:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,3000.0
42,2020-11-30 20:43:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,42267.0
43,2020-11-30 21:03:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,474313.37445859
44,2020-11-30 21:21:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,87043.68866374
45,2020-11-30 21:45:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,220869.78947368
46,2020-11-30 22:56:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,115355.0
47,2020-11-30 23:08:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,69452.73144784
48,2020-11-30 23:09:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,39637.95921534
49,2020-11-30 23:21:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,96477.32446872
50,2020-12-01 00:09:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,26245.9850374
51,2020-12-01 00:12:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,20000.0
52,2020-12-01 00:48:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,216730.64706654
53,2020-12-01 01:54:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,1000000.0
54,2020-12-01 02:52:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,5000.0
55,2020-12-01 05:20:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,256796.53497834
56,2020-12-01 05:41:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,28000.0
57,2020-12-01 06:38:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,5035.71072319
58,2020-12-01 07:13:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,83392.69344111
59,2020-12-01 07:15:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,300000.0
60,2020-12-01 07:19:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,86608.67942302
61,2020-12-01 08:42:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,266742.35463971
62,2020-12-01 08:53:00,1.8e-07,1.8e-07,1.8e-07,1.8e-07,35248.12575099
63,2020-12-01 09:03:00,1.9e-07,1.9e-07,1.9e-07,1.9e-07,3000.0
