,time,open,low,high,close,volume
0,2020-11-30 08:21:00,5.837e-05,5.837e-05,5.837e-05,5.837e-05,9.0
1,2020-11-30 08:22:00,5.1e-05,5.1e-05,5.1e-05,5.1e-05,10.18701322
2,2020-12-02 23:46:00,5.1e-05,5.1e-05,5.1e-05,5.1e-05,99.99082919
3,2020-12-05 02:05:00,5.822e-05,5.822e-05,5.822e-05,5.822e-05,17.1762281
4,2020-12-05 22:57:00,5.819e-05,5.819e-05,5.819e-05,5.819e-05,13.12572227
5,2020-12-08 17:45:00,4.826e-05,4.826e-05,4.826e-05,4.826e-05,35.4083709
6,2020-12-08 17:46:00,4.825e-05,4.825e-05,4.825e-05,4.825e-05,29.60763893
7,2020-12-08 23:20:00,4.832e-05,4.832e-05,4.832e-05,4.832e-05,12.6
8,2020-12-09 19:59:00,4.842e-05,4.842e-05,4.842e-05,4.842e-05,99.99082919
9,2020-12-12 07:41:00,4.876e-05,4.876e-05,4.876e-05,4.876e-05,13.12572227
10,2020-12-14 12:23:00,5.729e-05,5.729e-05,5.729e-05,5.729e-05,33.59175085
11,2020-12-14 14:19:00,5.729e-05,5.729e-05,5.729e-05,5.729e-05,6.56665375
12,2020-12-15 04:08:00,5.723e-05,5.723e-05,5.729e-05,5.729e-05,469.63881465
13,2020-12-15 04:17:00,5.019e-05,4.907e-05,5.019e-05,4.907e-05,469.63881465
14,2020-12-15 06:04:00,5.772e-05,5.772e-05,7.766e-05,7.766e-05,4253.7463262
15,2020-12-15 06:07:00,7.766e-05,7.766e-05,7.766e-05,7.766e-05,16.97455639
16,2020-12-15 06:13:00,7.392e-05,7.392e-05,7.392e-05,7.392e-05,47.76478716
17,2020-12-15 06:14:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,72.62249018
18,2020-12-15 06:15:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,841.75652471
19,2020-12-15 06:23:00,6.271e-05,6.27e-05,6.271e-05,6.27e-05,1130.32657336
20,2020-12-15 06:35:00,5.8e-05,5.8e-05,5.8e-05,5.8e-05,16.97455639
21,2020-12-15 07:46:00,5.801e-05,5.801e-05,5.801e-05,5.801e-05,17.13248854
22,2020-12-15 08:10:00,6.4e-05,6.4e-05,6.4e-05,6.4e-05,558.0
23,2020-12-15 08:42:00,6.399e-05,6.399e-05,6.4e-05,6.4e-05,17.34748854
24,2020-12-15 08:43:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,293.01600959
25,2020-12-15 08:50:00,6.4e-05,6.4e-05,6.4e-05,6.4e-05,293.01600959
26,2020-12-15 08:51:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,329.36924863
27,2020-12-15 08:52:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,779.60305342
28,2020-12-15 08:58:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,1073.87013382
29,2020-12-15 08:59:00,6.55e-05,6.55e-05,6.55e-05,6.55e-05,6.37431571
30,2020-12-15 09:00:00,6.65e-05,6.65e-05,6.65e-05,6.65e-05,536.93506691
31,2020-12-15 09:01:00,6.65e-05,6.65e-05,6.65e-05,6.65e-05,1098.76682339
32,2020-12-15 09:20:00,7e-05,7e-05,7e-05,7e-05,112.64585714
33,2020-12-15 10:28:00,6.602e-05,6.602e-05,6.602e-05,6.602e-05,205.57180209
34,2020-12-15 10:56:00,6.98e-05,6.98e-05,6.98e-05,6.98e-05,226.0689251
35,2020-12-15 11:01:00,6.98e-05,6.98e-05,6.98e-05,6.98e-05,1525.1991797
36,2020-12-15 11:47:00,6.67e-05,6.67e-05,6.7e-05,6.7e-05,532.74012502
37,2020-12-15 12:09:00,6.75e-05,6.75e-05,6.75e-05,6.75e-05,364.0
38,2020-12-15 12:17:00,5.906e-05,5.804e-05,5.906e-05,5.804e-05,1525.1991797
39,2020-12-15 12:26:00,6.2e-05,6.2e-05,6.2e-05,6.2e-05,217.77129694
40,2020-12-15 13:20:00,6.749e-05,6.749e-05,6.75e-05,6.75e-05,30.50640133
41,2020-12-15 13:21:00,6.97e-05,6.97e-05,6.97e-05,6.97e-05,1801.2529252
42,2020-12-15 13:50:00,6.971e-05,6.971e-05,6.971e-05,6.971e-05,864.16178746
43,2020-12-15 14:03:00,6.971e-05,6.971e-05,6.971e-05,6.971e-05,57.83821254
44,2020-12-15 14:45:00,6.411e-05,6.411e-05,6.411e-05,6.411e-05,25.57885998
45,2020-12-15 14:47:00,6.502e-05,6.502e-05,6.502e-05,6.502e-05,57.83821254
46,2020-12-15 15:01:00,6.56e-05,6.56e-05,6.56e-05,6.56e-05,25.57885998
